"Country or Area","Year(s)","Variant","Value"
"Slovakia","1999","Medium","5374.62"
"Slovakia","1998","Medium","5371.081"
"Slovakia","1997","Medium","5365.829"
"Slovakia","1996","Medium","5358.289"
"Slovakia","1995","Medium","5349.997"
"Slovakia","1994","Medium","5338.811"
"Slovakia","1993","Medium","5321.859"
"Slovakia","1992","Medium","5301.892"
"Slovakia","1991","Medium","5280.226"
"Slovakia","1990","Medium","5261.305"
"Slovakia","1989","Medium","5245.118"
"Slovakia","1988","Medium","5224.908"
"Slovakia","1987","Medium","5201.174"
"Slovakia","1986","Medium","5175.411"
"Slovakia","1985","Medium","5146.571"
"Slovakia","1984","Medium","5115.041"
"Slovakia","1983","Medium","5082.436"
"Slovakia","1982","Medium","5048.145"
"Slovakia","1981","Medium","5011.717"
"Slovakia","1980","Medium","4973.883"
"Slovenia","2022","Medium","2119.844"
"Slovenia","2021","Medium","2119.41"
"Slovenia","2020","Medium","2117.641"
"Slovenia","2019","Medium","2112.901"
"Slovenia","2018","Medium","2105.924"
"Slovenia","2017","Medium","2098.392"
"Slovenia","2016","Medium","2090.02"
"Slovenia","2015","Medium","2080.862"
"Slovenia","2014","Medium","2074.917"
"Slovenia","2013","Medium","2072.374"
"Slovenia","2012","Medium","2069.354"
"Slovenia","2011","Medium","2065.453"
"Slovenia","2010","Medium","2057.287"
"Slovenia","2009","Medium","2045.578"
"Slovenia","2008","Medium","2034.033"
"Slovenia","2007","Medium","2023.229"
"Slovenia","2006","Medium","2013.57"
"Slovenia","2005","Medium","2004.778"
"Slovenia","2004","Medium","1996.722"
"Slovenia","2003","Medium","1989.411"
"Slovenia","2002","Medium","1983.767"
"Slovenia","2001","Medium","1982.487"
"Slovenia","2000","Medium","1984.339"
"Slovenia","1999","Medium","1986.261"
"Slovenia","1998","Medium","1988.279"
"Slovenia","1997","Medium","1989.828"
"Slovenia","1996","Medium","1990.667"
"Slovenia","1995","Medium","1991.106"
"Slovenia","1994","Medium","1991.449"
"Slovenia","1993","Medium","1991.685"
"Slovenia","1992","Medium","1991.34"
"Slovenia","1991","Medium","1989.797"
"Slovenia","1990","Medium","1986.024"
"Slovenia","1989","Medium","1980.18"
"Slovenia","1988","Medium","1973.494"
"Slovenia","1987","Medium","1966.495"
"Slovenia","1986","Medium","1959.55"
"Slovenia","1985","Medium","1952.518"
"Slovenia","1984","Medium","1945.141"
"Slovenia","1983","Medium","1937.234"
"Slovenia","1982","Medium","1927.956"
"Slovenia","1981","Medium","1916.32"
"Slovenia","1980","Medium","1901.57"
"Spain","2022","Medium","47558.63"
"Spain","2021","Medium","47486.935"
"Spain","2020","Medium","47363.807"
"Spain","2019","Medium","47131.372"
"Spain","2018","Medium","46792.043"
"Spain","2017","Medium","46584.17"
"Spain","2016","Medium","46473.315"
"Spain","2015","Medium","46431.342"
"Spain","2014","Medium","46464.551"
"Spain","2013","Medium","46603.459"
"Spain","2012","Medium","46756.082"
"Spain","2011","Medium","46729.232"
"Spain","2010","Medium","46572.772"
"Spain","2009","Medium","46367.772"
"Spain","2008","Medium","45966.538"
"Spain","2007","Medium","45245.782"
"Spain","2006","Medium","44422.831"
"Spain","2005","Medium","43685.374"
"Spain","2004","Medium","42959.666"
"Spain","2003","Medium","42230.27"
"Spain","2002","Medium","41477.655"
"Spain","2001","Medium","40966.45"
"Spain","2000","Medium","40741.651"
"Spain","1999","Medium","40542.232"
"Spain","1998","Medium","40362.357"
"Spain","1997","Medium","40180.05"
"Spain","1996","Medium","39996.473"
"Spain","1995","Medium","39814.573"
"Spain","1994","Medium","39623.725"
"Spain","1993","Medium","39420.546"
"Spain","1992","Medium","39202.251"
"Spain","1991","Medium","38997.063"
"Spain","1990","Medium","38889.889"
"Spain","1989","Medium","38847.318"
"Spain","1988","Medium","38781.722"
"Spain","1987","Medium","38694.533"
"Spain","1986","Medium","38590.808"
"Spain","1985","Medium","38471.92"
"Spain","1984","Medium","38329.925"
"Spain","1983","Medium","38169.76"
"Spain","1982","Medium","37982.149"
"Spain","1981","Medium","37758.649"
"Spain","1980","Medium","37491.666"
"Sweden","2022","Medium","10549.347"
"Sweden","2021","Medium","10467.097"
"Sweden","2020","Medium","10368.969"
"Sweden","2019","Medium","10267.922"
"Sweden","2018","Medium","10162.298"
"Sweden","2017","Medium","10058.19"
"Sweden","2016","Medium","9953.317"
"Sweden","2015","Medium","9849.349"
"Sweden","2014","Medium","9747.508"
"Sweden","2013","Medium","9648.932"
"Sweden","2012","Medium","9555.987"
"Sweden","2011","Medium","9467.388"
"Sweden","2010","Medium","9381.729"
"Sweden","2009","Medium","9301.413"
"Sweden","2008","Medium","9229.271"
"Sweden","2007","Medium","9164.272"
"Sweden","2006","Medium","9104.719"
"Sweden","2005","Medium","9051.738"
"Sweden","2004","Medium","9004.263"
"Sweden","2003","Medium","8961.506"
"Sweden","2002","Medium","8926.012"
"Sweden","2001","Medium","8896.748"
"Sweden","2000","Medium","8871.043"
"Sweden","1999","Medium","8848.876"
"Sweden","1998","Medium","8828.633"
"Sweden","1997","Medium","8807.869"
"Sweden","1996","Medium","8785.494"
"Sweden","1995","Medium","8758.496"
"Sweden","1994","Medium","8723.46"
"Sweden","1993","Medium","8683.405"
"Sweden","1992","Medium","8640.272"
"Sweden","1991","Medium","8594.171"
"Sweden","1990","Medium","8548.406"
"Sweden","1989","Medium","8504.982"
"Sweden","1988","Medium","8468.137"
"Sweden","1987","Medium","8437.994"
"Sweden","1986","Medium","8411.791"
"Sweden","1985","Medium","8389.913"
"Sweden","1984","Medium","8371.29"
"Sweden","1983","Medium","8355.107"
"Sweden","1982","Medium","8340.723"
"Sweden","1981","Medium","8326.687"
"Sweden","1980","Medium","8311.763"

